AgeGroup,YearsTogether,Province,Divorced
Under 20 years,6 years,N.S.,0
Under 20 years,6 years,N.S.,0
Under 20 years,6 years,N.S.,0
Under 20 years,6 years,N.S.,0
Under 20 years,6 years,N.S.,0
Under 20 years,6 years,N.S.,1
Under 20 years,6 years,N.B.,0
Under 20 years,6 years,N.B.,0
Under 20 years,6 years,N.B.,0
Under 20 years,6 years,N.B.,0
Under 20 years,6 years,N.B.,0
Under 20 years,6 years,N.B.,0
Under 20 years,6 years,N.B.,0
Under 20 years,6 years,N.B.,0
Under 20 years,6 years,N.B.,0
Under 20 years,6 years,N.B.,0
Under 20 years,6 years,Que.,1
Under 20 years,6 years,Que.,0
Under 20 years,6 years,Que.,0
Under 20 years,6 years,Que.,0
Under 20 years,6 years,Que.,0
Under 20 years,6 years,Que.,0
Under 20 years,6 years,Que.,0
Under 20 years,6 years,Que.,0
Under 20 years,6 years,Que.,0
Under 20 years,6 years,Que.,0
Under 20 years,6 years,Ont.,0
Under 20 years,6 years,Ont.,0
Under 20 years,6 years,Ont.,0
Under 20 years,6 years,Ont.,1
Under 20 years,6 years,Ont.,0
Under 20 years,6 years,Ont.,0
Under 20 years,6 years,Ont.,0
Under 20 years,6 years,Ont.,0
Under 20 years,6 years,Ont.,0
Under 20 years,6 years,Ont.,0
Under 20 years,6 years,Man.,0
Under 20 years,6 years,Man.,0
Under 20 years,6 years,Man.,1
Under 20 years,6 years,Man.,0
Under 20 years,6 years,Man.,0
Under 20 years,6 years,Man.,0
Under 20 years,6 years,Man.,0
Under 20 years,6 years,Man.,0
Under 20 years,6 years,Man.,0
Under 20 years,6 years,Man.,0
Under 20 years,6 years,Sask.,1
Under 20 years,6 years,Sask.,0
Under 20 years,6 years,Sask.,0
Under 20 years,6 years,Sask.,0
Under 20 years,6 years,Sask.,0
Under 20 years,6 years,Sask.,0
Under 20 years,6 years,Sask.,0
Under 20 years,6 years,Sask.,0
Under 20 years,6 years,Sask.,0
Under 20 years,6 years,Sask.,0
Under 20 years,6 years,Alta.,0
Under 20 years,6 years,Alta.,0
Under 20 years,6 years,Alta.,0
Under 20 years,6 years,Alta.,0
Under 20 years,6 years,Alta.,0
Under 20 years,6 years,Alta.,0
Under 20 years,6 years,Alta.,0
Under 20 years,6 years,Alta.,1
Under 20 years,6 years,Alta.,0
Under 20 years,6 years,Alta.,1
Under 20 years,6 years,B.C.,0
Under 20 years,6 years,B.C.,0
Under 20 years,6 years,B.C.,0
Under 20 years,6 years,B.C.,0
Under 20 years,6 years,B.C.,0
Under 20 years,6 years,B.C.,1
Under 20 years,6 years,B.C.,0
Under 20 years,6 years,B.C.,0
Under 20 years,6 years,B.C.,0
Under 20 years,6 years,B.C.,0
Under 20 years,6 years,Y.T.,0
Under 20 years,6 years,Y.T.,0
Under 20 years,6 years,Y.T.,0
Under 20 years,6 years,Y.T.,0
Under 20 years,6 years,Y.T.,0
Under 20 years,6 years,Y.T.,1
Under 20 years,6 years,Y.T.,0
Under 20 years,6 years,Y.T.,0
Under 20 years,6 years,Y.T.,0
Under 20 years,6 years,Y.T.,0
Under 20 years,6 years,N.W.T.,0
Under 20 years,6 years,N.W.T.,0
Under 20 years,6 years,N.W.T.,1
Under 20 years,6 years,N.W.T.,1
Under 20 years,6 years,N.W.T.,0
Under 20 years,6 years,N.W.T.,0
Under 20 years,6 years,N.W.T.,0
Under 20 years,6 years,N.W.T.,1
Under 20 years,6 years,N.W.T.,0
Under 20 years,6 years,N.W.T.,0
Under 20 years,7 years,N.L.,1
Under 20 years,7 years,N.L.,0
Under 20 years,7 years,N.L.,1
Under 20 years,7 years,N.L.,0
Under 20 years,7 years,N.L.,0
Under 20 years,7 years,N.L.,0
Under 20 years,7 years,N.L.,0
Under 20 years,7 years,N.L.,0
Under 20 years,7 years,N.L.,0
Under 20 years,7 years,N.L.,0
Under 20 years,7 years,P.E.I.,0
Under 20 years,7 years,P.E.I.,1
Under 20 years,7 years,P.E.I.,0
Under 20 years,7 years,P.E.I.,0
Under 20 years,7 years,P.E.I.,0
Under 20 years,7 years,P.E.I.,0
Under 20 years,7 years,P.E.I.,0
Under 20 years,7 years,P.E.I.,0
Under 20 years,7 years,P.E.I.,0
Under 20 years,7 years,P.E.I.,0
Under 20 years,7 years,N.S.,0
Under 20 years,7 years,N.S.,0
Under 20 years,7 years,N.S.,0
Under 20 years,7 years,N.S.,0
Under 20 years,7 years,N.S.,0
Under 20 years,7 years,N.S.,0
Under 20 years,7 years,N.S.,0
Under 20 years,7 years,N.S.,0
Under 20 years,7 years,N.S.,0
Under 20 years,7 years,N.S.,0
Under 20 years,7 years,N.B.,0
Under 20 years,7 years,N.B.,0
Under 20 years,7 years,N.B.,0
Under 20 years,7 years,N.B.,0
Under 20 years,7 years,N.B.,0
Under 20 years,7 years,N.B.,1
Under 20 years,7 years,N.B.,0
Under 20 years,7 years,N.B.,0
Under 20 years,7 years,N.B.,0
Under 20 years,7 years,N.B.,0
Under 20 years,7 years,Que.,0
Under 20 years,7 years,Que.,0
Under 20 years,7 years,Que.,0
Under 20 years,7 years,Que.,0
Under 20 years,7 years,Que.,0
Under 20 years,7 years,Que.,0
Under 20 years,7 years,Que.,1
Under 20 years,7 years,Que.,0
Under 20 years,7 years,Que.,0
Under 20 years,7 years,Que.,0
Under 20 years,7 years,Ont.,0
Under 20 years,7 years,Ont.,0
Under 20 years,7 years,Ont.,1
Under 20 years,7 years,Ont.,0
Under 20 years,7 years,Ont.,0
Under 20 years,7 years,Ont.,0
Under 20 years,7 years,Ont.,0
Under 20 years,7 years,Ont.,1
Under 20 years,7 years,Ont.,0
Under 20 years,7 years,Ont.,0
Under 20 years,7 years,Man.,0
Under 20 years,7 years,Man.,0
Under 20 years,7 years,Man.,0
Under 20 years,7 years,Man.,1
Under 20 years,7 years,Man.,0
Under 20 years,7 years,Man.,0
Under 20 years,7 years,Man.,0
Under 20 years,7 years,Man.,1
Under 20 years,7 years,Man.,0
Under 20 years,7 years,Man.,0
Under 20 years,7 years,Sask.,0
Under 20 years,7 years,Sask.,0
Under 20 years,7 years,Sask.,0
Under 20 years,7 years,Sask.,0
Under 20 years,7 years,Sask.,0
Under 20 years,7 years,Sask.,0
Under 20 years,7 years,Sask.,0
Under 20 years,7 years,Sask.,0
Under 20 years,7 years,Sask.,0
Under 20 years,7 years,Sask.,0
Under 20 years,7 years,Alta.,1
Under 20 years,7 years,Alta.,0
Under 20 years,7 years,Alta.,0
Under 20 years,7 years,Alta.,0
Under 20 years,7 years,Alta.,0
Under 20 years,7 years,Alta.,0
Under 20 years,7 years,Alta.,1
Under 20 years,7 years,Alta.,0
Under 20 years,7 years,Alta.,0
Under 20 years,7 years,Alta.,0
Under 20 years,7 years,B.C.,0
Under 20 years,7 years,B.C.,0
Under 20 years,7 years,B.C.,1
Under 20 years,7 years,B.C.,0
Under 20 years,7 years,B.C.,0
Under 20 years,7 years,B.C.,0
Under 20 years,7 years,B.C.,0
Under 20 years,7 years,B.C.,1
Under 20 years,7 years,B.C.,0
Under 20 years,7 years,B.C.,0
Under 20 years,7 years,Y.T.,0
Under 20 years,7 years,Y.T.,0
Under 20 years,7 years,Y.T.,1
Under 20 years,7 years,Y.T.,0
Under 20 years,7 years,Y.T.,0
Under 20 years,7 years,Y.T.,0
Under 20 years,7 years,Y.T.,0
Under 20 years,7 years,Y.T.,1
Under 20 years,7 years,Y.T.,0
Under 20 years,7 years,Y.T.,0
Under 20 years,7 years,N.W.T.,0
Under 20 years,7 years,N.W.T.,0
Under 20 years,7 years,N.W.T.,0
Under 20 years,7 years,N.W.T.,0
Under 20 years,7 years,N.W.T.,0
Under 20 years,7 years,N.W.T.,0
Under 20 years,7 years,N.W.T.,0
Under 20 years,7 years,N.W.T.,0
Under 20 years,7 years,N.W.T.,0
Under 20 years,7 years,N.W.T.,0
Under 20 years,8 years,N.L.,0
Under 20 years,8 years,N.L.,0
Under 20 years,8 years,N.L.,1
Under 20 years,8 years,N.L.,0
Under 20 years,8 years,N.L.,0
Under 20 years,8 years,N.L.,0
Under 20 years,8 years,N.L.,0
Under 20 years,8 years,N.L.,0
Under 20 years,8 years,N.L.,0
Under 20 years,8 years,N.L.,0
Under 20 years,8 years,P.E.I.,0
Under 20 years,8 years,P.E.I.,0
Under 20 years,8 years,P.E.I.,0
Under 20 years,8 years,P.E.I.,0
Under 20 years,8 years,P.E.I.,0
Under 20 years,8 years,P.E.I.,0
Under 20 years,8 years,P.E.I.,0
Under 20 years,8 years,P.E.I.,0
Under 20 years,8 years,P.E.I.,1
Under 20 years,8 years,P.E.I.,1
Under 20 years,8 years,N.S.,0
Under 20 years,8 years,N.S.,0
Under 20 years,8 years,N.S.,0
Under 20 years,8 years,N.S.,0
Under 20 years,8 years,N.S.,1
Under 20 years,8 years,N.S.,1
Under 20 years,8 years,N.S.,0
Under 20 years,8 years,N.S.,0
Under 20 years,8 years,N.S.,0
Under 20 years,8 years,N.S.,0
Under 20 years,8 years,N.B.,0
Under 20 years,8 years,N.B.,0
Under 20 years,8 years,N.B.,0
Under 20 years,8 years,N.B.,0
Under 20 years,8 years,N.B.,0
Under 20 years,8 years,N.B.,0
Under 20 years,8 years,N.B.,0
Under 20 years,8 years,N.B.,0
Under 20 years,8 years,N.B.,0
Under 20 years,8 years,N.B.,0
Under 20 years,8 years,Que.,0
Under 20 years,8 years,Que.,0
Under 20 years,8 years,Que.,0
Under 20 years,8 years,Que.,0
Under 20 years,8 years,Que.,0
Under 20 years,8 years,Que.,0
Under 20 years,8 years,Que.,0
Under 20 years,8 years,Que.,0
Under 20 years,8 years,Que.,0
Under 20 years,8 years,Que.,0
Under 20 years,8 years,Ont.,0
Under 20 years,8 years,Ont.,0
Under 20 years,8 years,Ont.,0
Under 20 years,8 years,Ont.,0
Under 20 years,8 years,Ont.,0
Under 20 years,8 years,Ont.,0
Under 20 years,8 years,Ont.,0
Under 20 years,8 years,Ont.,0
Under 20 years,8 years,Ont.,0
Under 20 years,8 years,Ont.,0
Under 20 years,8 years,Man.,0
Under 20 years,8 years,Man.,1
Under 20 years,8 years,Man.,0
Under 20 years,8 years,Man.,0
Under 20 years,8 years,Man.,0
Under 20 years,8 years,Man.,0
Under 20 years,8 years,Man.,0
Under 20 years,8 years,Man.,0
Under 20 years,8 years,Man.,0
Under 20 years,8 years,Man.,0
Under 20 years,8 years,Sask.,0
Under 20 years,8 years,Sask.,0
Under 20 years,8 years,Sask.,0
Under 20 years,8 years,Sask.,1
Under 20 years,8 years,Sask.,0
Under 20 years,8 years,Sask.,0
Under 20 years,8 years,Sask.,0
Under 20 years,8 years,Sask.,1
Under 20 years,8 years,Sask.,0
Under 20 years,8 years,Sask.,1
Under 20 years,8 years,Alta.,0
Under 20 years,8 years,Alta.,0
Under 20 years,8 years,Alta.,0
Under 20 years,8 years,Alta.,0
Under 20 years,8 years,Alta.,0
Under 20 years,8 years,Alta.,0
Under 20 years,8 years,Alta.,0
Under 20 years,8 years,Alta.,0
Under 20 years,8 years,Alta.,0
Under 20 years,8 years,Alta.,0
Under 20 years,8 years,B.C.,1
Under 20 years,8 years,B.C.,0
Under 20 years,8 years,B.C.,0
Under 20 years,8 years,B.C.,0
Under 20 years,8 years,B.C.,0
Under 20 years,8 years,B.C.,1
Under 20 years,8 years,B.C.,0
Under 20 years,8 years,B.C.,0
Under 20 years,8 years,B.C.,0
Under 20 years,8 years,B.C.,1
Under 20 years,8 years,Y.T.,0
Under 20 years,8 years,Y.T.,1
Under 20 years,8 years,Y.T.,1
Under 20 years,8 years,Y.T.,0
Under 20 years,8 years,Y.T.,0
Under 20 years,8 years,Y.T.,0
Under 20 years,8 years,Y.T.,0
Under 20 years,8 years,Y.T.,1
Under 20 years,8 years,Y.T.,0
Under 20 years,8 years,Y.T.,0
Under 20 years,8 years,N.W.T.,0
Under 20 years,8 years,N.W.T.,0
Under 20 years,8 years,N.W.T.,1
Under 20 years,8 years,N.W.T.,0
Under 20 years,8 years,N.W.T.,0
Under 20 years,8 years,N.W.T.,0
Under 20 years,8 years,N.W.T.,0
Under 20 years,8 years,N.W.T.,0
Under 20 years,8 years,N.W.T.,1
Under 20 years,8 years,N.W.T.,0
Under 20 years,9 years,N.L.,0
Under 20 years,9 years,N.L.,0
Under 20 years,9 years,N.L.,0
Under 20 years,9 years,N.L.,0
Under 20 years,9 years,N.L.,0
Under 20 years,9 years,N.L.,0
Under 20 years,9 years,N.L.,0
Under 20 years,9 years,N.L.,0
Under 20 years,9 years,N.L.,0
Under 20 years,9 years,N.L.,0
Under 20 years,9 years,P.E.I.,0
Under 20 years,9 years,P.E.I.,0
Under 20 years,9 years,P.E.I.,0
Under 20 years,9 years,P.E.I.,0
Under 20 years,9 years,P.E.I.,0
Under 20 years,9 years,P.E.I.,0
Under 20 years,9 years,P.E.I.,0
Under 20 years,9 years,P.E.I.,0
Under 20 years,9 years,P.E.I.,0
Under 20 years,9 years,P.E.I.,0
Under 20 years,9 years,N.S.,0
Under 20 years,9 years,N.S.,0
Under 20 years,9 years,N.S.,0
Under 20 years,9 years,N.S.,0
Under 20 years,9 years,N.S.,0
Under 20 years,9 years,N.S.,0
Under 20 years,9 years,N.S.,0
Under 20 years,9 years,N.S.,1
Under 20 years,9 years,N.S.,0
Under 20 years,9 years,N.S.,0
Under 20 years,9 years,N.B.,0
Under 20 years,9 years,N.B.,0
Under 20 years,9 years,N.B.,0
Under 20 years,9 years,N.B.,0
Under 20 years,9 years,N.B.,0
Under 20 years,9 years,N.B.,0
Under 20 years,9 years,N.B.,0
Under 20 years,9 years,N.B.,0
Under 20 years,9 years,N.B.,0
Under 20 years,9 years,N.B.,0
Under 20 years,9 years,Que.,0
Under 20 years,9 years,Que.,1
Under 20 years,9 years,Que.,0
Under 20 years,9 years,Que.,0
Under 20 years,9 years,Que.,0
Under 20 years,9 years,Que.,0
Under 20 years,9 years,Que.,0
Under 20 years,9 years,Que.,0
Under 20 years,9 years,Que.,1
Under 20 years,9 years,Que.,0
Under 20 years,9 years,Ont.,1
Under 20 years,9 years,Ont.,0
Under 20 years,9 years,Ont.,0
Under 20 years,9 years,Ont.,0
Under 20 years,9 years,Ont.,0
Under 20 years,9 years,Ont.,0
Under 20 years,9 years,Ont.,0
Under 20 years,9 years,Ont.,0
Under 20 years,9 years,Ont.,0
Under 20 years,9 years,Ont.,0
Under 20 years,9 years,Man.,0
Under 20 years,9 years,Man.,0
Under 20 years,9 years,Man.,0
Under 20 years,9 years,Man.,1
Under 20 years,9 years,Man.,1
Under 20 years,9 years,Man.,1
Under 20 years,9 years,Man.,1
Under 20 years,9 years,Man.,0
Under 20 years,9 years,Man.,0
Under 20 years,9 years,Man.,0
Under 20 years,9 years,Sask.,0
Under 20 years,9 years,Sask.,0
Under 20 years,9 years,Sask.,0
Under 20 years,9 years,Sask.,0
Under 20 years,9 years,Sask.,0
Under 20 years,9 years,Sask.,0
Under 20 years,9 years,Sask.,0
Under 20 years,9 years,Sask.,0
Under 20 years,9 years,Sask.,0
Under 20 years,9 years,Sask.,0
Under 20 years,9 years,Alta.,0
Under 20 years,9 years,Alta.,0
Under 20 years,9 years,Alta.,0
Under 20 years,9 years,Alta.,0
Under 20 years,9 years,Alta.,0
Under 20 years,9 years,Alta.,0
Under 20 years,9 years,Alta.,0
Under 20 years,9 years,Alta.,0
Under 20 years,9 years,Alta.,0
Under 20 years,9 years,Alta.,0
Under 20 years,9 years,B.C.,0
Under 20 years,9 years,B.C.,0
Under 20 years,9 years,B.C.,0
Under 20 years,9 years,B.C.,0
Under 20 years,9 years,B.C.,0
Under 20 years,9 years,B.C.,0
Under 20 years,9 years,B.C.,0
Under 20 years,9 years,B.C.,0
Under 20 years,9 years,B.C.,0
Under 20 years,9 years,B.C.,1
Under 20 years,9 years,Y.T.,0
Under 20 years,9 years,Y.T.,0
Under 20 years,9 years,Y.T.,0
Under 20 years,9 years,Y.T.,0
Under 20 years,9 years,Y.T.,0
Under 20 years,9 years,Y.T.,0
Under 20 years,9 years,Y.T.,0
Under 20 years,9 years,Y.T.,0
Under 20 years,9 years,Y.T.,0
Under 20 years,9 years,Y.T.,0
Under 20 years,9 years,N.W.T.,0
Under 20 years,9 years,N.W.T.,0
Under 20 years,9 years,N.W.T.,0
Under 20 years,9 years,N.W.T.,0
Under 20 years,9 years,N.W.T.,0
Under 20 years,9 years,N.W.T.,0
Under 20 years,9 years,N.W.T.,0
Under 20 years,9 years,N.W.T.,0
Under 20 years,9 years,N.W.T.,0
Under 20 years,9 years,N.W.T.,0
Under 20 years,10 years,N.L.,1
Under 20 years,10 years,N.L.,0
Under 20 years,10 years,N.L.,0
Under 20 years,10 years,N.L.,1
Under 20 years,10 years,N.L.,0
Under 20 years,10 years,N.L.,0
Under 20 years,10 years,N.L.,0
Under 20 years,10 years,N.L.,0
Under 20 years,10 years,N.L.,0
Under 20 years,10 years,N.L.,0
Under 20 years,10 years,P.E.I.,0
Under 20 years,10 years,P.E.I.,0
Under 20 years,10 years,P.E.I.,0
Under 20 years,10 years,P.E.I.,0
Under 20 years,10 years,P.E.I.,0
Under 20 years,10 years,P.E.I.,0
Under 20 years,10 years,P.E.I.,0
Under 20 years,10 years,P.E.I.,0
Under 20 years,10 years,P.E.I.,1
Under 20 years,10 years,P.E.I.,0
Under 20 years,10 years,N.S.,0
Under 20 years,10 years,N.S.,0
Under 20 years,10 years,N.S.,0
Under 20 years,10 years,N.S.,1
Under 20 years,10 years,N.S.,0
Under 20 years,10 years,N.S.,0
Under 20 years,10 years,N.S.,0
Under 20 years,10 years,N.S.,0
Under 20 years,10 years,N.S.,0
Under 20 years,10 years,N.S.,0
Under 20 years,10 years,N.B.,0
Under 20 years,10 years,N.B.,0
Under 20 years,10 years,N.B.,0
Under 20 years,10 years,N.B.,0
Under 20 years,10 years,N.B.,0
Under 20 years,10 years,N.B.,0
Under 20 years,10 years,N.B.,0
Under 20 years,10 years,N.B.,0
Under 20 years,10 years,N.B.,0
Under 20 years,10 years,N.B.,0
Under 20 years,10 years,Que.,0
Under 20 years,10 years,Que.,0
Under 20 years,10 years,Que.,0
Under 20 years,10 years,Que.,0
Under 20 years,10 years,Que.,0
Under 20 years,10 years,Que.,0
Under 20 years,10 years,Que.,0
Under 20 years,10 years,Que.,0
Under 20 years,10 years,Que.,0
Under 20 years,10 years,Que.,0
Under 20 years,10 years,Ont.,0
Under 20 years,10 years,Ont.,0
Under 20 years,10 years,Ont.,1
Under 20 years,10 years,Ont.,0
Under 20 years,10 years,Ont.,0
Under 20 years,10 years,Ont.,0
Under 20 years,10 years,Ont.,0
Under 20 years,10 years,Ont.,0
Under 20 years,10 years,Ont.,0
Under 20 years,10 years,Ont.,0
Under 20 years,10 years,Man.,0
Under 20 years,10 years,Man.,0
Under 20 years,10 years,Man.,0
Under 20 years,10 years,Man.,0
Under 20 years,10 years,Man.,0
Under 20 years,10 years,Man.,0
Under 20 years,10 years,Man.,0
Under 20 years,10 years,Man.,1
Under 20 years,10 years,Man.,0
Under 20 years,10 years,Man.,0
Under 20 years,10 years,Sask.,0
Under 20 years,10 years,Sask.,0
Under 20 years,10 years,Sask.,0
Under 20 years,10 years,Sask.,0
Under 20 years,10 years,Sask.,0
Under 20 years,10 years,Sask.,0
Under 20 years,10 years,Sask.,0
Under 20 years,10 years,Sask.,0
Under 20 years,10 years,Sask.,0
Under 20 years,10 years,Sask.,0
Under 20 years,10 years,Alta.,0
Under 20 years,10 years,Alta.,0
Under 20 years,10 years,Alta.,0
Under 20 years,10 years,Alta.,0
Under 20 years,10 years,Alta.,0
Under 20 years,10 years,Alta.,1
Under 20 years,10 years,Alta.,0
Under 20 years,10 years,Alta.,1
Under 20 years,10 years,Alta.,0
Under 20 years,10 years,Alta.,0
Under 20 years,10 years,B.C.,0
Under 20 years,10 years,B.C.,1
Under 20 years,10 years,B.C.,0
Under 20 years,10 years,B.C.,1
Under 20 years,10 years,B.C.,1
Under 20 years,10 years,B.C.,0
Under 20 years,10 years,B.C.,0
Under 20 years,10 years,B.C.,0
Under 20 years,10 years,B.C.,0
Under 20 years,10 years,B.C.,0
Under 20 years,10 years,Y.T.,0
Under 20 years,10 years,Y.T.,0
Under 20 years,10 years,Y.T.,1
Under 20 years,10 years,Y.T.,0
Under 20 years,10 years,Y.T.,0
Under 20 years,10 years,Y.T.,0
Under 20 years,10 years,Y.T.,0
Under 20 years,10 years,Y.T.,1
Under 20 years,10 years,Y.T.,0
Under 20 years,10 years,Y.T.,0
Under 20 years,10 years,N.W.T.,0
Under 20 years,10 years,N.W.T.,0
Under 20 years,10 years,N.W.T.,1
Under 20 years,10 years,N.W.T.,0
Under 20 years,10 years,N.W.T.,0
Under 20 years,10 years,N.W.T.,0
Under 20 years,10 years,N.W.T.,0
Under 20 years,10 years,N.W.T.,1
Under 20 years,10 years,N.W.T.,0
Under 20 years,10 years,N.W.T.,0
Under 20 years,11 years,N.L.,0
Under 20 years,11 years,N.L.,0
Under 20 years,11 years,N.L.,1
Under 20 years,11 years,N.L.,0
Under 20 years,11 years,N.L.,0
Under 20 years,11 years,N.L.,0
Under 20 years,11 years,N.L.,0
Under 20 years,11 years,N.L.,0
Under 20 years,11 years,N.L.,0
Under 20 years,11 years,N.L.,0
Under 20 years,11 years,P.E.I.,0
Under 20 years,11 years,P.E.I.,0
Under 20 years,11 years,P.E.I.,1
Under 20 years,11 years,P.E.I.,0
Under 20 years,11 years,P.E.I.,0
Under 20 years,11 years,P.E.I.,0
Under 20 years,11 years,P.E.I.,0
Under 20 years,11 years,P.E.I.,0
Under 20 years,11 years,P.E.I.,0
Under 20 years,11 years,P.E.I.,0
Under 20 years,11 years,N.S.,0
Under 20 years,11 years,N.S.,0
Under 20 years,11 years,N.S.,1
Under 20 years,11 years,N.S.,0
Under 20 years,11 years,N.S.,0
Under 20 years,11 years,N.S.,0
Under 20 years,11 years,N.S.,1
Under 20 years,11 years,N.S.,1
Under 20 years,11 years,N.S.,0
Under 20 years,11 years,N.S.,0
Under 20 years,11 years,N.B.,0
Under 20 years,11 years,N.B.,0
Under 20 years,11 years,N.B.,0
Under 20 years,11 years,N.B.,0
Under 20 years,11 years,N.B.,0
Under 20 years,11 years,N.B.,0
Under 20 years,11 years,N.B.,0
Under 20 years,11 years,N.B.,0
Under 20 years,11 years,N.B.,0
Under 20 years,11 years,N.B.,0
Under 20 years,11 years,Que.,0
Under 20 years,11 years,Que.,0
Under 20 years,11 years,Que.,0
Under 20 years,11 years,Que.,0
Under 20 years,11 years,Que.,1
Under 20 years,11 years,Que.,0
Under 20 years,11 years,Que.,0
Under 20 years,11 years,Que.,0
Under 20 years,11 years,Que.,0
Under 20 years,11 years,Que.,0
Under 20 years,11 years,Ont.,0
Under 20 years,11 years,Ont.,0
Under 20 years,11 years,Ont.,0
Under 20 years,11 years,Ont.,0
Under 20 years,11 years,Ont.,0
Under 20 years,11 years,Ont.,0
Under 20 years,11 years,Ont.,0
Under 20 years,11 years,Ont.,0
Under 20 years,11 years,Ont.,0
Under 20 years,11 years,Ont.,0
Under 20 years,11 years,Man.,0
Under 20 years,11 years,Man.,0
Under 20 years,11 years,Man.,0
Under 20 years,11 years,Man.,0
Under 20 years,11 years,Man.,1
Under 20 years,11 years,Man.,0
Under 20 years,11 years,Man.,0
Under 20 years,11 years,Man.,0
Under 20 years,11 years,Man.,0
Under 20 years,11 years,Man.,0
Under 20 years,11 years,Sask.,0
Under 20 years,11 years,Sask.,1
Under 20 years,11 years,Sask.,0
Under 20 years,11 years,Sask.,0
Under 20 years,11 years,Sask.,0
Under 20 years,11 years,Sask.,0
Under 20 years,11 years,Sask.,0
Under 20 years,11 years,Sask.,0
Under 20 years,11 years,Sask.,0
Under 20 years,11 years,Sask.,1
Under 20 years,11 years,Alta.,0
Under 20 years,11 years,Alta.,0
Under 20 years,11 years,Alta.,1
Under 20 years,11 years,Alta.,0
Under 20 years,11 years,Alta.,0
Under 20 years,11 years,Alta.,1
Under 20 years,11 years,Alta.,0
Under 20 years,11 years,Alta.,0
Under 20 years,11 years,Alta.,0
Under 20 years,11 years,Alta.,1
Under 20 years,11 years,B.C.,0
Under 20 years,11 years,B.C.,0
Under 20 years,11 years,B.C.,0
Under 20 years,11 years,B.C.,0
Under 20 years,11 years,B.C.,0
Under 20 years,11 years,B.C.,1
Under 20 years,11 years,B.C.,0
Under 20 years,11 years,B.C.,0
Under 20 years,11 years,B.C.,0
Under 20 years,11 years,B.C.,1
Under 20 years,11 years,Y.T.,0
Under 20 years,11 years,Y.T.,0
Under 20 years,11 years,Y.T.,0
Under 20 years,11 years,Y.T.,1
Under 20 years,11 years,Y.T.,0
Under 20 years,11 years,Y.T.,0
Under 20 years,11 years,Y.T.,0
Under 20 years,11 years,Y.T.,0
Under 20 years,11 years,Y.T.,0
Under 20 years,11 years,Y.T.,1
Under 20 years,11 years,N.W.T.,0
Under 20 years,11 years,N.W.T.,0
Under 20 years,11 years,N.W.T.,0
Under 20 years,11 years,N.W.T.,0
Under 20 years,11 years,N.W.T.,0
Under 20 years,11 years,N.W.T.,0
Under 20 years,11 years,N.W.T.,0
Under 20 years,11 years,N.W.T.,0
Under 20 years,11 years,N.W.T.,0
Under 20 years,11 years,N.W.T.,0
Under 20 years,12 years,N.L.,0
Under 20 years,12 years,N.L.,0
Under 20 years,12 years,N.L.,0
Under 20 years,12 years,N.L.,1
Under 20 years,12 years,N.L.,0
Under 20 years,12 years,N.L.,0
Under 20 years,12 years,N.L.,0
Under 20 years,12 years,N.L.,0
Under 20 years,12 years,N.L.,0
Under 20 years,12 years,N.L.,0
Under 20 years,12 years,P.E.I.,1
